,Order ID,Order Date,Customer ID,Segment,City,State,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin %
20,CA-2014-143336,8/27/2014,ZD-21925,Consumer,San Francisco,California,OFF-BI-10002215,Office Supplies,Binders,22.72,4,0.2,7.384,0.325
21,CA-2016-137330,12/9/2016,KB-16585,Corporate,Fremont,Nebraska,OFF-AR-10000246,Office Supplies,Art,19.46,7,0.0,5.0596,0.25999999999999995
22,CA-2016-137330,12/9/2016,KB-16585,Corporate,Fremont,Nebraska,OFF-AP-10001492,Office Supplies,Appliances,60.34,7,0.0,15.6884,0.25999999999999995
23,US-2017-156909,7/16/2017,SF-20065,Consumer,Philadelphia,Pennsylvania,FUR-CH-10002774,Furniture,Chairs,71.372,2,0.3,-1.0196,-0.014285714285714287
24,CA-2015-106320,9/25/2015,EB-13870,Consumer,Orem,Utah,FUR-TA-10000577,Furniture,Tables,1044.63,3,0.0,240.2649,0.22999999999999998
25,CA-2016-121755,1/16/2016,EH-13945,Consumer,Los Angeles,California,OFF-BI-10001634,Office Supplies,Binders,11.648,2,0.2,4.2224,0.36250000000000004
26,CA-2016-121755,1/16/2016,EH-13945,Consumer,Los Angeles,California,TEC-AC-10003027,Technology,Accessories,90.57,3,0.0,11.7741,0.13
27,US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,FUR-BO-10004834,Furniture,Bookcases,3083.43,7,0.5,-1665.0522,-0.54
28,US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-BI-10000474,Office Supplies,Binders,9.618,2,0.7,-7.0532,-0.7333333333333334
29,US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,FUR-FU-10004848,Furniture,Furnishings,124.2,3,0.2,15.525,0.125
30,US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-EN-10001509,Office Supplies,Envelopes,3.264,2,0.2,1.1016,0.3375
31,US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-AR-10004042,Office Supplies,Art,86.304,6,0.2,9.7092,0.11249999999999999
32,US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-BI-10001525,Office Supplies,Binders,6.858,6,0.7,-5.715,-0.8333333333333334
33,US-2015-150630,9/17/2015,TB-21520,Consumer,Philadelphia,Pennsylvania,OFF-AR-10001683,Office Supplies,Art,15.76,2,0.2,3.546,0.22499999999999998
34,CA-2017-107727,10/19/2017,MA-17560,Home Office,Houston,Texas,OFF-PA-10000249,Office Supplies,Paper,29.472,3,0.2,9.9468,0.33749999999999997
35,CA-2016-117590,12/8/2016,GH-14485,Corporate,Richardson,Texas,TEC-PH-10004977,Technology,Phones,1097.544,7,0.2,123.4737,0.11249999999999999
36,CA-2016-117590,12/8/2016,GH-14485,Corporate,Richardson,Texas,FUR-FU-10003664,Furniture,Furnishings,190.92,5,0.6,-147.963,-0.775
37,CA-2015-117415,12/27/2015,SN-20710,Home Office,Houston,Texas,OFF-EN-10002986,Office Supplies,Envelopes,113.328,9,0.2,35.415,0.3125
38,CA-2015-117415,12/27/2015,SN-20710,Home Office,Houston,Texas,FUR-BO-10002545,Furniture,Bookcases,532.3992,3,0.32,-46.9764,-0.08823529411764706
39,CA-2015-117415,12/27/2015,SN-20710,Home Office,Houston,Texas,FUR-CH-10004218,Furniture,Chairs,212.058,3,0.3,-15.147,-0.07142857142857144
40,CA-2015-117415,12/27/2015,SN-20710,Home Office,Houston,Texas,TEC-PH-10000486,Technology,Phones,371.168,4,0.2,41.7564,0.1125
41,CA-2017-120999,9/10/2017,LC-16930,Corporate,Naperville,Illinois,TEC-PH-10004093,Technology,Phones,147.168,4,0.2,16.5564,0.11249999999999999
42,CA-2016-101343,7/17/2016,RA-19885,Corporate,Los Angeles,California,OFF-ST-10003479,Office Supplies,Storage,77.88,2,0.0,3.894,0.05
43,CA-2017-139619,9/19/2017,ES-14080,Corporate,Melbourne,Florida,OFF-ST-10003282,Office Supplies,Storage,95.616,2,0.2,9.5616,0.1
44,CA-2016-118255,3/11/2016,ON-18715,Corporate,Eagan,Minnesota,TEC-AC-10000171,Technology,Accessories,45.98,2,0.0,19.7714,0.43000000000000005
45,CA-2016-118255,3/11/2016,ON-18715,Corporate,Eagan,Minnesota,OFF-BI-10003291,Office Supplies,Binders,17.46,2,0.0,8.2062,0.47000000000000003
46,CA-2014-146703,10/20/2014,PO-18865,Consumer,Westland,Michigan,OFF-ST-10001713,Office Supplies,Storage,211.96,4,0.0,8.4784,0.04
47,CA-2016-169194,6/20/2016,LH-16900,Consumer,Dover,Delaware,TEC-AC-10002167,Technology,Accessories,45.0,3,0.0,4.95,0.11
48,CA-2016-169194,6/20/2016,LH-16900,Consumer,Dover,Delaware,TEC-PH-10003988,Technology,Phones,21.8,2,0.0,6.104,0.27999999999999997
49,CA-2015-115742,4/18/2015,DP-13000,Consumer,New Albany,Indiana,OFF-BI-10004410,Office Supplies,Binders,38.22,6,0.0,17.9634,0.47000000000000003
50,CA-2015-115742,4/18/2015,DP-13000,Consumer,New Albany,Indiana,OFF-LA-10002762,Office Supplies,Labels,75.18,6,0.0,35.3346,0.47
51,CA-2015-115742,4/18/2015,DP-13000,Consumer,New Albany,Indiana,FUR-FU-10001706,Furniture,Furnishings,6.16,2,0.0,2.9568,0.48
52,CA-2015-115742,4/18/2015,DP-13000,Consumer,New Albany,Indiana,FUR-CH-10003061,Furniture,Chairs,89.99,1,0.0,17.0981,0.19
53,CA-2016-105816,12/11/2016,JM-15265,Corporate,New York City,New York,OFF-FA-10000304,Office Supplies,Fasteners,15.26,7,0.0,6.2566,0.41
54,CA-2016-105816,12/11/2016,JM-15265,Corporate,New York City,New York,TEC-PH-10002447,Technology,Phones,1029.95,5,0.0,298.6855,0.29
55,CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-ST-10000604,Office Supplies,Storage,208.56,6,0.0,52.14,0.25
56,CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-PA-10001569,Office Supplies,Paper,32.4,5,0.0,15.552,0.48
57,CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,FUR-CH-10003968,Furniture,Chairs,319.41,5,0.1,7.098,0.02222222222222222
58,CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-PA-10000587,Office Supplies,Paper,14.56,2,0.0,6.9888,0.48
59,CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,TEC-AC-10002167,Technology,Accessories,30.0,2,0.0,3.3,0.11
60,CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-BI-10001460,Office Supplies,Binders,48.48,4,0.2,16.362,0.33749999999999997
61,CA-2016-111682,6/17/2016,TB-21055,Consumer,Troy,New York,OFF-AR-10001868,Office Supplies,Art,1.68,1,0.0,0.84,0.5
62,CA-2015-135545,11/24/2015,KM-16720,Consumer,Los Angeles,California,TEC-AC-10004633,Technology,Accessories,13.98,2,0.0,6.1512,0.44
63,CA-2015-135545,11/24/2015,KM-16720,Consumer,Los Angeles,California,OFF-BI-10001078,Office Supplies,Binders,25.824,6,0.2,9.3612,0.3625
64,CA-2015-135545,11/24/2015,KM-16720,Consumer,Los Angeles,California,OFF-PA-10003892,Office Supplies,Paper,146.73,3,0.0,68.9631,0.47000000000000003
65,CA-2015-135545,11/24/2015,KM-16720,Consumer,Los Angeles,California,FUR-FU-10000397,Furniture,Furnishings,79.76,4,0.0,22.3328,0.27999999999999997
66,US-2015-164175,4/30/2015,PS-18970,Home Office,Chicago,Illinois,FUR-CH-10001146,Furniture,Chairs,213.115,5,0.3,-15.2225,-0.07142857142857142
67,CA-2014-106376,12/5/2014,BS-11590,Corporate,Gilbert,Arizona,OFF-AR-10002671,Office Supplies,Art,1113.024,8,0.2,111.3024,0.10000000000000002
68,CA-2014-106376,12/5/2014,BS-11590,Corporate,Gilbert,Arizona,TEC-PH-10002726,Technology,Phones,167.968,4,0.2,62.988,0.375
69,CA-2016-119823,6/4/2016,KD-16270,Consumer,Springfield,Virginia,OFF-PA-10000482,Office Supplies,Paper,75.88,2,0.0,35.6636,0.4700000000000001
70,CA-2016-106075,9/18/2016,HM-14980,Consumer,New York City,New York,OFF-BI-10004654,Office Supplies,Binders,4.616,1,0.2,1.731,0.37500000000000006
71,CA-2017-114440,9/14/2017,TB-21520,Consumer,Jackson,Michigan,OFF-PA-10004675,Office Supplies,Paper,19.05,3,0.0,8.763,0.45999999999999996
72,US-2015-134026,4/26/2015,JE-15745,Consumer,Memphis,Tennessee,FUR-CH-10000513,Furniture,Chairs,831.936,8,0.2,-114.3912,-0.13749999999999998
73,US-2015-134026,4/26/2015,JE-15745,Consumer,Memphis,Tennessee,FUR-FU-10003708,Furniture,Furnishings,97.04,2,0.2,1.213,0.0125
74,US-2015-134026,4/26/2015,JE-15745,Consumer,Memphis,Tennessee,OFF-ST-10004123,Office Supplies,Storage,72.784,1,0.2,-18.196,-0.25
75,US-2017-118038,12/9/2017,KB-16600,Corporate,Houston,Texas,OFF-BI-10004182,Office Supplies,Binders,1.248,3,0.8,-1.9344,-1.5499999999999998
76,US-2017-118038,12/9/2017,KB-16600,Corporate,Houston,Texas,FUR-FU-10000260,Furniture,Furnishings,9.708,3,0.6,-5.8248,-0.6
77,US-2017-118038,12/9/2017,KB-16600,Corporate,Houston,Texas,OFF-ST-10000615,Office Supplies,Storage,27.24,3,0.2,2.724,0.10000000000000002
78,US-2014-147606,11/26/2014,JE-15745,Consumer,Houston,Texas,FUR-FU-10003194,Furniture,Furnishings,19.3,5,0.6,-14.475,-0.75
79,CA-2016-127208,6/12/2016,SC-20770,Corporate,Decatur,Alabama,OFF-AP-10002118,Office Supplies,Appliances,208.16,1,0.0,56.2032,0.27
80,CA-2016-127208,6/12/2016,SC-20770,Corporate,Decatur,Alabama,OFF-BI-10002309,Office Supplies,Binders,16.74,3,0.0,8.0352,0.48000000000000004
81,CA-2014-139451,10/12/2014,DN-13690,Consumer,San Francisco,California,OFF-AR-10002053,Office Supplies,Art,14.9,5,0.0,4.172,0.27999999999999997
82,CA-2014-139451,10/12/2014,DN-13690,Consumer,San Francisco,California,OFF-ST-10002370,Office Supplies,Storage,21.39,1,0.0,6.2031,0.29
83,CA-2015-149734,9/3/2015,JC-16105,Corporate,Durham,North Carolina,OFF-EN-10000927,Office Supplies,Envelopes,200.984,7,0.2,62.8075,0.3125
84,US-2017-119662,11/13/2017,CS-12400,Home Office,Chicago,Illinois,OFF-ST-10003656,Office Supplies,Storage,230.376,3,0.2,-48.9549,-0.2125
85,CA-2017-140088,5/28/2017,PO-18865,Consumer,Columbia,South Carolina,FUR-CH-10000863,Furniture,Chairs,301.96,2,0.0,33.2156,0.11000000000000001
86,CA-2017-155558,10/26/2017,PG-18895,Consumer,Rochester,Minnesota,TEC-AC-10001998,Technology,Accessories,19.99,1,0.0,6.7966,0.34
87,CA-2017-155558,10/26/2017,PG-18895,Consumer,Rochester,Minnesota,OFF-LA-10000134,Office Supplies,Labels,6.16,2,0.0,2.9568,0.48
88,CA-2016-159695,4/5/2016,GM-14455,Home Office,Houston,Texas,OFF-ST-10003442,Office Supplies,Storage,158.368,7,0.2,13.8572,0.08750000000000001
89,CA-2016-109806,9/17/2016,JS-15685,Corporate,Los Angeles,California,OFF-AR-10004930,Office Supplies,Art,20.1,3,0.0,6.633,0.32999999999999996
90,CA-2016-109806,9/17/2016,JS-15685,Corporate,Los Angeles,California,TEC-PH-10004093,Technology,Phones,73.584,2,0.2,8.2782,0.11249999999999999
91,CA-2016-109806,9/17/2016,JS-15685,Corporate,Los Angeles,California,OFF-PA-10000304,Office Supplies,Paper,6.48,1,0.0,3.1104,0.4799999999999999
92,CA-2015-149587,1/31/2015,KB-16315,Consumer,Minneapolis,Minnesota,OFF-PA-10003177,Office Supplies,Paper,12.96,2,0.0,6.2208,0.4799999999999999
93,CA-2015-149587,1/31/2015,KB-16315,Consumer,Minneapolis,Minnesota,FUR-FU-10003799,Furniture,Furnishings,53.34,3,0.0,16.5354,0.30999999999999994
94,CA-2015-149587,1/31/2015,KB-16315,Consumer,Minneapolis,Minnesota,OFF-BI-10002852,Office Supplies,Binders,32.96,2,0.0,16.1504,0.49000000000000005
95,US-2017-109484,11/6/2017,RB-19705,Home Office,Portland,Oregon,OFF-BI-10004738,Office Supplies,Binders,5.682,1,0.7,-3.788,-0.6666666666666666
96,CA-2017-161018,11/9/2017,PN-18775,Home Office,New York City,New York,FUR-FU-10000629,Furniture,Furnishings,96.53,7,0.0,40.5426,0.42
97,CA-2017-157833,6/17/2017,KD-16345,Consumer,San Francisco,California,OFF-BI-10001721,Office Supplies,Binders,51.312,3,0.2,17.9592,0.35
98,CA-2016-149223,9/6/2016,ER-13855,Corporate,Saint Paul,Minnesota,OFF-AP-10000358,Office Supplies,Appliances,77.88,6,0.0,22.5852,0.29000000000000004
99,CA-2016-158568,8/29/2016,RB-19465,Home Office,Chicago,Illinois,OFF-PA-10003256,Office Supplies,Paper,64.624,7,0.2,22.6184,0.35000000000000003
100,CA-2016-158568,8/29/2016,RB-19465,Home Office,Chicago,Illinois,TEC-AC-10001767,Technology,Accessories,95.976,3,0.2,-10.7973,-0.1125
101,CA-2016-158568,8/29/2016,RB-19465,Home Office,Chicago,Illinois,OFF-BI-10002609,Office Supplies,Binders,1.788,3,0.8,-3.0396,-1.7
102,CA-2016-129903,12/1/2016,GZ-14470,Consumer,Rochester,Minnesota,OFF-PA-10004040,Office Supplies,Paper,23.92,4,0.0,11.7208,0.49
103,US-2015-156867,11/13/2015,LC-16870,Consumer,Aurora,Colorado,TEC-AC-10001552,Technology,Accessories,238.896,6,0.2,-26.8758,-0.11250000000000002
104,US-2015-156867,11/13/2015,LC-16870,Consumer,Aurora,Colorado,FUR-FU-10004006,Furniture,Furnishings,102.36,3,0.2,-3.8385,-0.0375
105,US-2015-156867,11/13/2015,LC-16870,Consumer,Aurora,Colorado,OFF-BI-10002794,Office Supplies,Binders,36.882,3,0.7,-25.8174,-0.7000000000000001
106,CA-2017-119004,11/23/2017,JM-15250,Consumer,Charlotte,North Carolina,TEC-AC-10003499,Technology,Accessories,74.112,8,0.2,17.6016,0.23750000000000004
107,CA-2017-119004,11/23/2017,JM-15250,Consumer,Charlotte,North Carolina,TEC-PH-10002844,Technology,Phones,27.992,1,0.2,2.0994,0.075
108,CA-2017-119004,11/23/2017,JM-15250,Consumer,Charlotte,North Carolina,OFF-AR-10000390,Office Supplies,Art,3.304,1,0.2,1.0738,0.32500000000000007
109,CA-2015-129476,10/15/2015,PA-19060,Home Office,Orland Park,Illinois,TEC-AC-10000844,Technology,Accessories,339.96,5,0.2,67.992,0.20000000000000004
110,CA-2017-146780,12/25/2017,CV-12805,Corporate,New York City,New York,FUR-FU-10001934,Furniture,Furnishings,41.96,2,0.0,10.9096,0.25999999999999995
111,CA-2016-128867,11/3/2016,CL-12565,Consumer,Urbandale,Iowa,OFF-AR-10000380,Office Supplies,Art,75.96,2,0.0,22.788,0.30000000000000004
112,CA-2016-128867,11/3/2016,CL-12565,Consumer,Urbandale,Iowa,OFF-BI-10003981,Office Supplies,Binders,27.24,6,0.0,13.3476,0.49000000000000005
113,CA-2014-115259,8/25/2014,RC-19960,Consumer,Columbus,Ohio,OFF-FA-10000621,Office Supplies,Fasteners,40.096,14,0.2,14.5348,0.36250000000000004
114,CA-2014-115259,8/25/2014,RC-19960,Consumer,Columbus,Ohio,OFF-EN-10002600,Office Supplies,Envelopes,4.72,2,0.2,1.652,0.35
115,CA-2014-115259,8/25/2014,RC-19960,Consumer,Columbus,Ohio,OFF-PA-10004965,Office Supplies,Paper,23.976,3,0.2,7.4925,0.3125
116,CA-2014-115259,8/25/2014,RC-19960,Consumer,Columbus,Ohio,OFF-EN-10002504,Office Supplies,Envelopes,130.464,6,0.2,44.0316,0.33749999999999997
117,CA-2015-110457,3/2/2015,DK-13090,Consumer,Seattle,Washington,FUR-TA-10001768,Furniture,Tables,787.53,3,0.0,165.3813,0.21000000000000002
118,US-2015-136476,4/5/2015,GG-14650,Corporate,Bristol,Tennessee,OFF-BI-10003650,Office Supplies,Binders,157.794,1,0.7,-115.7156,-0.7333333333333333
119,CA-2016-103730,6/12/2016,SC-20725,Consumer,Wilmington,Delaware,FUR-FU-10002157,Furniture,Furnishings,47.04,3,0.0,18.3456,0.39
120,CA-2016-103730,6/12/2016,SC-20725,Consumer,Wilmington,Delaware,OFF-BI-10003910,Office Supplies,Binders,30.84,4,0.0,13.878,0.45
121,CA-2016-103730,6/12/2016,SC-20725,Consumer,Wilmington,Delaware,OFF-ST-10000777,Office Supplies,Storage,226.56,6,0.0,63.4368,0.27999999999999997
122,CA-2016-103730,6/12/2016,SC-20725,Consumer,Wilmington,Delaware,OFF-EN-10002500,Office Supplies,Envelopes,115.02,9,0.0,51.759,0.45
123,CA-2016-103730,6/12/2016,SC-20725,Consumer,Wilmington,Delaware,TEC-PH-10003875,Technology,Phones,68.04,7,0.0,19.7316,0.29
124,US-2014-152030,12/26/2014,AD-10180,Home Office,Houston,Texas,FUR-CH-10004063,Furniture,Chairs,600.558,3,0.3,-8.5794,-0.014285714285714285
125,US-2014-134614,9/20/2014,PF-19165,Consumer,Bloomington,Illinois,FUR-TA-10004534,Furniture,Tables,617.7,6,0.5,-407.682,-0.66
126,US-2017-107272,11/5/2017,TS-21610,Consumer,Phoenix,Arizona,OFF-BI-10003274,Office Supplies,Binders,2.388,2,0.7,-1.8308,-0.7666666666666667
127,US-2017-107272,11/5/2017,TS-21610,Consumer,Phoenix,Arizona,OFF-ST-10002974,Office Supplies,Storage,243.992,7,0.2,30.499,0.125
128,US-2016-125969,11/6/2016,LS-16975,Home Office,Los Angeles,California,FUR-CH-10001146,Furniture,Chairs,81.424,2,0.2,-9.1602,-0.11249999999999999
129,US-2016-125969,11/6/2016,LS-16975,Home Office,Los Angeles,California,FUR-FU-10003773,Furniture,Furnishings,238.56,3,0.0,26.2416,0.10999999999999999
130,US-2017-164147,2/2/2017,DW-13585,Corporate,Columbus,Ohio,TEC-PH-10002293,Technology,Phones,59.97,5,0.4,-11.994,-0.2
131,US-2017-164147,2/2/2017,DW-13585,Corporate,Columbus,Ohio,OFF-PA-10002377,Office Supplies,Paper,78.304,2,0.2,29.364,0.375
132,US-2017-164147,2/2/2017,DW-13585,Corporate,Columbus,Ohio,OFF-FA-10002780,Office Supplies,Fasteners,21.456,9,0.2,6.9732,0.325
133,CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-PA-10001804,Office Supplies,Paper,20.04,3,0.0,9.6192,0.48
134,CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-PA-10001736,Office Supplies,Paper,35.44,1,0.0,16.6568,0.47000000000000003
135,CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-AR-10001149,Office Supplies,Art,11.52,4,0.0,3.456,0.3
136,CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-FA-10002988,Office Supplies,Fasteners,4.02,2,0.0,1.9698,0.49000000000000005
137,CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-BI-10004781,Office Supplies,Binders,76.176,3,0.2,26.6616,0.35
138,CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,OFF-SU-10001218,Office Supplies,Supplies,65.88,6,0.0,18.4464,0.28
139,CA-2016-145583,10/13/2016,LC-16885,Consumer,Roseville,California,FUR-FU-10001706,Furniture,Furnishings,43.12,14,0.0,20.6976,0.48000000000000004
140,CA-2016-110366,9/5/2016,JD-15895,Corporate,Philadelphia,Pennsylvania,FUR-FU-10004848,Furniture,Furnishings,82.8,2,0.2,10.35,0.125
141,CA-2017-106180,9/18/2017,SH-19975,Corporate,San Francisco,California,OFF-AR-10000940,Office Supplies,Art,8.82,3,0.0,2.3814,0.27
142,CA-2017-106180,9/18/2017,SH-19975,Corporate,San Francisco,California,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,0.0,5.1042,0.47
143,CA-2017-106180,9/18/2017,SH-19975,Corporate,San Francisco,California,OFF-PA-10004327,Office Supplies,Paper,143.7,3,0.0,68.976,0.48000000000000004
144,CA-2017-155376,12/22/2017,SG-20080,Consumer,Independence,Missouri,OFF-AP-10001058,Office Supplies,Appliances,839.43,3,0.0,218.2518,0.26
145,CA-2015-110744,9/7/2015,HA-14920,Consumer,Pasadena,California,OFF-ST-10003656,Office Supplies,Storage,671.93,7,0.0,20.1579,0.030000000000000006
146,CA-2014-110072,10/22/2014,MG-17680,Home Office,Newark,Ohio,FUR-FU-10000521,Furniture,Furnishings,93.888,4,0.2,12.9096,0.13749999999999998
147,CA-2016-114489,12/5/2016,JE-16165,Corporate,Franklin,Wisconsin,TEC-PH-10000215,Technology,Phones,384.45,11,0.0,103.8015,0.27
148,CA-2016-114489,12/5/2016,JE-16165,Corporate,Franklin,Wisconsin,TEC-PH-10001448,Technology,Phones,149.97,3,0.0,5.9988,0.04
149,CA-2016-114489,12/5/2016,JE-16165,Corporate,Franklin,Wisconsin,FUR-CH-10000454,Furniture,Chairs,1951.84,8,0.0,585.552,0.30000000000000004
150,CA-2016-114489,12/5/2016,JE-16165,Corporate,Franklin,Wisconsin,OFF-BI-10002735,Office Supplies,Binders,171.55,5,0.0,80.6285,0.47
151,CA-2016-158834,3/13/2016,TW-21025,Home Office,Scottsdale,Arizona,OFF-AP-10000326,Office Supplies,Appliances,157.92,5,0.2,17.766,0.1125
152,CA-2016-158834,3/13/2016,TW-21025,Home Office,Scottsdale,Arizona,TEC-PH-10001254,Technology,Phones,203.184,2,0.2,15.2388,0.075
153,CA-2015-124919,5/31/2015,SP-20650,Corporate,San Jose,California,OFF-PA-10001950,Office Supplies,Paper,58.38,7,0.0,26.271,0.45
154,CA-2015-124919,5/31/2015,SP-20650,Corporate,San Jose,California,OFF-PA-10002254,Office Supplies,Paper,105.52,4,0.0,48.5392,0.46
155,CA-2015-124919,5/31/2015,SP-20650,Corporate,San Jose,California,OFF-ST-10001590,Office Supplies,Storage,80.88,6,0.0,21.0288,0.26
156,CA-2015-118948,5/28/2015,NK-18490,Home Office,Seattle,Washington,OFF-AR-10001547,Office Supplies,Art,6.63,3,0.0,1.7901,0.27
157,CA-2014-104269,3/1/2014,DB-13060,Consumer,Seattle,Washington,FUR-CH-10004063,Furniture,Chairs,457.568,2,0.2,51.4764,0.1125
158,CA-2016-114104,11/20/2016,NP-18670,Consumer,Edmond,Oklahoma,OFF-LA-10002475,Office Supplies,Labels,14.62,2,0.0,6.8714,0.47000000000000003
159,CA-2016-114104,11/20/2016,NP-18670,Consumer,Edmond,Oklahoma,TEC-PH-10004536,Technology,Phones,944.93,7,0.0,236.2325,0.25
160,CA-2016-162733,5/11/2016,TT-21070,Consumer,Los Angeles,California,OFF-PA-10002751,Office Supplies,Paper,5.98,1,0.0,2.691,0.44999999999999996
161,CA-2015-119697,12/28/2015,EM-13960,Consumer,Philadelphia,Pennsylvania,TEC-AC-10003657,Technology,Accessories,54.384,2,0.2,1.3596,0.024999999999999998
162,CA-2016-154508,11/16/2016,RD-19900,Consumer,Carlsbad,New Mexico,OFF-EN-10001990,Office Supplies,Envelopes,28.4,5,0.0,13.348,0.47000000000000003
163,CA-2016-113817,11/7/2016,MJ-17740,Consumer,Seattle,Washington,OFF-BI-10004002,Office Supplies,Binders,27.68,2,0.2,9.688,0.35000000000000003
164,CA-2014-139892,9/8/2014,BM-11140,Consumer,San Antonio,Texas,OFF-AR-10004441,Office Supplies,Art,9.936,3,0.2,2.7324,0.275
165,CA-2014-139892,9/8/2014,BM-11140,Consumer,San Antonio,Texas,TEC-MA-10000822,Technology,Machines,8159.952,8,0.4,-1359.992,-0.16666666666666666
166,CA-2014-139892,9/8/2014,BM-11140,Consumer,San Antonio,Texas,OFF-ST-10000991,Office Supplies,Storage,275.928,3,0.2,-58.6347,-0.21250000000000002
167,CA-2014-139892,9/8/2014,BM-11140,Consumer,San Antonio,Texas,FUR-CH-10004287,Furniture,Chairs,1740.06,9,0.3,-24.858,-0.014285714285714287
168,CA-2014-139892,9/8/2014,BM-11140,Consumer,San Antonio,Texas,OFF-AR-10002656,Office Supplies,Art,32.064,6,0.2,6.8136,0.2125
